Td 	 Time	RES_WIND	RES_SOLAR	RES_HYDRO	ADO	ULP	LPG	WOOD	HYDRO	THERMAL	IPP_SOLAR	PV	WIND_ONSHORE	HYDRO_RIVER	GRID	BESS_Pin	BESS_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	END_USE	
 2 	 4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 2 	 24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 3 	 24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.000000	0.000000	2063.113360	0.000000	0.000000	16.000000	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 4 	 24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 5	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 6	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 7	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 8	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 9	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 12	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 13	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 15	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 17	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 18	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 19	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 20	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 21	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 22	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 23	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 5 	 24	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 6 	 1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 6 	 2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 6 	 3	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
 6 	 4	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.000000	0.000000	0.000000	2063.113360	1.000000	-0.000000	2063.113360	-0.000000	0.000000	-4159.226721	
